1,-34.24657534
2,-34.24657534
3,-34.24657534
4,-34.24657534
5,-34.24657534
6,-34.24657534
7,-34.24657534
8,-34.24657534
9,-34.24657534
10,-34.24657534
11,-34.24657534
12,-34.24657534
13,-34.24657534
14,-34.24657534
15,-34.24657534
16,-34.24657534
17,-34.24657534
18,-34.24657534
19,-34.24657534
20,-34.24657534
21,-34.24657534
22,-34.24657534
23,-34.24657534
24,-34.24657534
25,-34.24657534
26,-34.24657534
27,-34.24657534
28,-34.24657534
29,-30.82191781
30,-34.24657534
31,-34.24657534
32,-34.24657534
33,-34.24657534
34,-30.82191781
35,-34.24657534
36,-34.24657534
37,-34.24657534
38,-34.24657534
39,-34.24657534
40,-34.24657534
41,-34.24657534
42,-34.24657534
43,-34.24657534
44,-30.82191781
45,-34.24657534
46,-34.24657534
47,-34.24657534
48,-34.24657534
49,-34.24657534
50,-34.24657534
51,-34.24657534
52,-34.24657534
53,-30.82191781
54,-34.24657534
55,-34.24657534
56,-34.24657534
57,-34.24657534
58,-30.82191781
59,-34.24657534
60,-34.24657534
61,-30.82191781
62,-34.24657534
63,-34.24657534
64,-34.24657534
65,-34.24657534
66,-34.24657534
67,-34.24657534
68,-34.24657534
69,-34.24657534
70,-30.82191781
71,-34.24657534
72,-34.24657534
73,-34.24657534
74,-34.24657534
75,-30.82191781
76,-34.24657534
77,-34.24657534
78,-34.24657534
79,-34.24657534
80,-30.82191781
81,-30.82191781
82,-34.24657534
83,-34.24657534
84,-34.24657534
85,-34.24657534
86,-34.24657534
87,-34.24657534
88,-34.24657534
89,-30.82191781
90,-34.24657534
91,-34.24657534
92,-34.24657534
93,-34.24657534
94,-30.82191781
95,-34.24657534
96,-34.24657534
97,-34.24657534
98,-30.82191781
99,-30.82191781
100,-34.24657534
101,-34.24657534
102,-30.82191781
103,-34.24657534
104,-34.24657534
105,-34.24657534
106,-34.24657534
107,-34.24657534
108,-34.24657534
109,-34.24657534
110,-34.24657534
111,-34.24657534
112,-34.24657534
113,-34.24657534
114,-34.24657534
115,-34.24657534
116,-34.24657534
117,-34.24657534
118,-34.24657534
119,-34.24657534
120,-30.82191781
121,-34.24657534
122,-34.24657534
123,-30.82191781
124,-30.82191781
125,-34.24657534
126,-34.24657534
127,-30.82191781
128,-34.24657534
129,-34.24657534
130,-34.24657534
131,-34.24657534
132,-30.82191781
133,-30.82191781
134,-34.24657534
135,-34.24657534
136,-34.24657534
137,-34.24657534
138,-34.24657534
139,-30.82191781
140,-34.24657534
141,-34.24657534
142,-34.24657534
143,-34.24657534
144,-34.24657534
145,-30.82191781
146,-34.24657534
147,-34.24657534
148,-34.24657534
149,-34.24657534
150,-34.24657534
151,-34.24657534
152,-34.24657534
153,-34.24657534
154,-34.24657534
155,-34.24657534
156,-34.24657534
157,-34.24657534
158,-34.24657534
159,-34.24657534
160,-34.24657534
161,-34.24657534
162,-30.82191781
163,-34.24657534
164,-34.24657534
165,-34.24657534
166,-34.24657534
167,-34.24657534
168,-34.24657534
169,-34.24657534
170,-34.24657534
171,-34.24657534
172,-34.24657534
173,-34.24657534
174,-34.24657534
175,-34.24657534
176,-30.82191781
177,-34.24657534
178,-30.82191781
179,-34.24657534
180,-34.24657534
181,-34.24657534
182,-34.24657534
183,-34.24657534
184,-34.24657534
185,-34.24657534
186,-34.24657534
187,-34.24657534
188,-34.24657534
189,-34.24657534
190,-34.24657534
191,-34.24657534
192,-34.24657534
193,-34.24657534
194,-34.24657534
195,-34.24657534
196,-34.24657534
197,-34.24657534
198,-34.24657534
199,-34.24657534
200,-34.24657534
201,-34.24657534
202,-34.24657534
203,-34.24657534
204,-30.82191781
205,-34.24657534
206,-34.24657534
207,-34.24657534
208,-34.24657534
209,-34.24657534
210,-34.24657534
211,-34.24657534
212,-34.24657534
213,-30.82191781
214,-34.24657534
215,-34.24657534
216,-30.82191781
217,-34.24657534
218,-34.24657534
219,-34.24657534
220,-34.24657534
221,-34.24657534
222,-34.24657534
223,-30.82191781
224,-34.24657534
225,-34.24657534
226,-34.24657534
227,-30.82191781
228,-34.24657534
229,-34.24657534
230,-30.82191781
231,-34.24657534
232,-34.24657534
233,-34.24657534
234,-34.24657534
235,-34.24657534
236,-34.24657534
237,-34.24657534
238,-34.24657534
239,-34.24657534
240,-34.24657534
241,-34.24657534
242,-34.24657534
243,-34.24657534
244,-34.24657534
245,-34.24657534
246,-34.24657534
247,-34.24657534
248,-34.24657534
249,-34.24657534
250,-34.24657534
251,-34.24657534
252,-34.24657534
253,-34.24657534
254,-34.24657534
255,-34.24657534
256,-34.24657534
257,-30.82191781
